condition,replication,topic,conflict_type,word_count,num_turns,negative_words,positive_words,conflict_phrases,resolution_phrases,negativity_pct,positivity_pct,sentiment_ratio,sarah_negativity,david_negativity
destructive_witnessed,14,intimacy,destructive,4959,32,110.0,47.0,16.0,3.0,2.1000381825124093,0.8972890416189385,-0.4012738853503185,2.0408163265306123,2.162799842705466
destructive_witnessed,14,visiting relatives,destructive,6205,34,106.0,52.0,14.0,4.0,1.6195569136745607,0.7944996180290298,-0.34177215189873417,1.783803068141277,1.4965259219668627
destructive_witnessed,14,discipline strategies,destructive,3099,36,59.0,40.0,12.0,3.0,1.8153846153846152,1.2307692307692308,-0.1919191919191919,2.088305489260143,1.5247776365946633
destructive_witnessed,14,in-laws,destructive,13113,34,158.0,81.0,12.0,3.0,1.1184257096340342,0.573370142280739,-0.32217573221757323,1.3856812933025404,1.0166177908113392
destructive_witnessed,14,social obligations,destructive,5015,30,108.0,43.0,10.0,2.0,2.064614796406041,0.8220225578283311,-0.4304635761589404,2.3776223776223775,1.687051876845213
destructive_witnessed,14,cooking duties,destructive,5716,40,108.0,40.0,16.0,5.0,1.7928286852589643,0.6640106241699867,-0.4594594594594595,1.6437537358039451,1.9790888722927558
destructive_witnessed,14,exercise,destructive,5832,36,138.0,60.0,15.0,5.0,2.248289345063539,0.9775171065493646,-0.3939393939393939,1.9393511988716503,2.5136281041792854
destructive_witnessed,14,communication patterns,destructive,2669,30,54.0,16.0,13.0,1.0,1.9459459459459458,0.5765765765765766,-0.5428571428571428,1.6405135520684737,2.2578295702840494
destructive_involved,1,extended family,destructive,1560,16,30.0,6.0,6.0,3.0,1.8192844147968468,0.3638568829593693,-0.6666666666666666,1.8779342723004695,1.6172506738544474
destructive_involved,1,parenting styles,destructive,1360,17,55.0,27.0,7.0,4.0,3.816793893129771,1.8736988202637055,-0.34146341463414637,4.147104851330203,1.2269938650306749
constructive,1,cleaning responsibilities,constructive,2711,30,31.0,88.0,1.0,8.0,1.1008522727272727,3.125,0.4789915966386555,0.8024691358024691,1.5050167224080269
constructive,1,appreciation,constructive,3473,30,11.0,109.0,0.0,9.0,0.3043718871057,3.016048699501937,0.8166666666666667,0.33240997229916897,0.2763957987838585
constructive,1,stress management,constructive,3111,30,21.0,134.0,0.0,12.0,0.6451612903225806,4.116743471582182,0.7290322580645161,0.7995079950799507,0.49109883364027007
constructive,1,budget,constructive,4701,38,18.0,130.0,2.0,11.0,0.36802289920261705,2.65794316090779,0.7567567567567568,0.34615384615384615,0.39284155390659103
destructive_involved,14,education,destructive,1508,18,38.0,14.0,4.0,2.0,2.344231955582974,0.863664404688464,-0.46153846153846156,1.8739352640545146,2.611218568665377
destructive_involved,14,credit card debt,destructive,1304,17,31.0,11.0,3.0,2.0,2.2545454545454544,0.8,-0.47619047619047616,2.5048169556840074,2.102803738317757
destructive_involved,14,diet,destructive,1347,16,36.0,15.0,8.0,2.0,2.5034770514603615,1.043115438108484,-0.4117647058823529,2.631578947368421,2.4574669187145557
destructive_involved,14,appreciation,destructive,1253,19,23.0,26.0,6.0,1.0,1.7176997759522032,1.9417475728155338,0.061224489795918366,1.3544018058690745,2.4282560706401766
constructive,14,visiting relatives,constructive,5161,40,47.0,135.0,0.0,9.0,0.868600997967104,2.4949177601182777,0.4835164835164835,0.9852216748768473,0.7185122569737954
constructive,14,cleaning responsibilities,constructive,3169,30,37.0,93.0,0.0,8.0,1.1332312404287903,2.8483920367534457,0.4307692307692308,1.3896931094383325,0.8452535760728219
constructive,14,bills,constructive,4108,40,32.0,81.0,3.0,8.0,0.7476635514018692,1.8925233644859814,0.4336283185840708,0.6635071090047393,0.8294930875576038
constructive,14,financial planning,constructive,3743,34,24.0,78.0,0.0,9.0,0.6171252249935717,2.005656981229108,0.5294117647058824,0.6004366812227074,0.6319883325230918
constructive,14,communication patterns,constructive,3323,32,20.0,100.0,1.0,10.0,0.5777007510109763,2.8885037550548818,0.6666666666666666,0.7604562737642585,0.42462845010615713
constructive,14,home maintenance,constructive,2839,30,25.0,69.0,1.0,9.0,0.8372404554588079,2.310783657066309,0.46808510638297873,0.7784431137724551,0.911854103343465
constructive,14,screen time limits,constructive,4213,40,17.0,95.0,0.0,8.0,0.3839205058717254,2.145438121047877,0.6964285714285714,0.5968961400716275,0.10443864229765012
constructive,14,parenting decisions about Emma,constructive,4755,40,10.0,144.0,0.0,9.0,0.2027986209693774,2.920300141959035,0.8701298701298701,0.22346368715083798,0.17809439002671415
destructive_chronic_mixed,1,bedtime routines,destructive,5557,30,119.0,61.0,17.0,2.0,2.0276026580337367,1.0393593457147725,-0.32222222222222224,2.2330774598743894,1.8315018315018317
destructive_chronic_mixed,1,communication patterns,destructive,6871,34,108.0,85.0,15.0,3.0,1.4894497310715764,1.1722521031581852,-0.11917098445595854,1.7391304347826086,1.2321478577429292
destructive_chronic_mixed,1,budget,destructive,4651,36,123.0,28.0,14.0,2.0,2.5204918032786883,0.5737704918032787,-0.6291390728476821,2.5340393343419065,2.5044722719141324
destructive_chronic_mixed,1,career decisions,destructive,6134,36,123.0,44.0,12.0,1.0,1.9155894720448527,0.6852515184550694,-0.47305389221556887,2.0717377860235002,1.7571383746470035
destructive_chronic_mixed,1,exercise,destructive,3654,32,68.0,48.0,14.0,2.0,1.7584690974915957,1.2412723041117144,-0.1724137931034483,2.1042084168336674,1.389631213254944
destructive_chronic_mixed,1,decision making,destructive,4421,32,100.0,21.0,16.0,3.0,2.157962883038412,0.4531722054380665,-0.6528925619834711,2.0437956204379564,2.3231256599788805
destructive_chronic_mixed,1,parenting styles,destructive,13992,38,359.0,111.0,16.0,4.0,2.4372029871011542,0.7535641547861507,-0.5276595744680851,2.5757896968412126,2.190332326283988
destructive_chronic_mixed,1,respect,destructive,3080,34,69.0,25.0,11.0,1.0,2.120467117393977,0.7682851874615857,-0.46808510638297873,1.9094380796508457,2.3926812104152004
destructive_chronic_mixed,1,intimacy,destructive,2366,30,77.0,23.0,14.0,3.0,3.1402936378466557,0.9380097879282219,-0.54,2.416918429003021,3.9893617021276597
destructive_chronic_mixed,1,bills,destructive,3707,36,100.0,23.0,15.0,4.0,2.587991718426501,0.5952380952380952,-0.6260162601626016,3.0444964871194378,2.0242914979757085
destructive_chronic_mixed,1,child's behavior,destructive,9887,40,193.0,106.0,18.0,3.0,1.839321452396836,1.0101972743733918,-0.2909698996655518,1.8476555691127767,1.8292682926829267
destructive_chronic_mixed,1,discipline strategies,destructive,4682,40,92.0,34.0,16.0,2.0,1.8563357546408392,0.6860371267150928,-0.4603174603174603,1.9896193771626298,1.739788199697428
destructive_chronic_mixed,1,parenting,destructive,8128,40,138.0,104.0,14.0,5.0,1.6076421248835042,1.211556383970177,-0.14049586776859505,1.6356877323420074,1.5827654429544955
destructive_chronic_mixed,1,cooking duties,destructive,4241,30,106.0,29.0,12.0,2.0,2.3938572719060525,0.6549232158988257,-0.5703703703703704,2.720820189274448,1.9556025369978858
